DATE,Brent,WTI,NYMEX
3/4/2022,118.11,115.68,115
3/7/2022,123.21,119.4,120.32
3/8/2022,127.98,123.7,124.77
3/9/2022,111.14,108.7,109.53
3/10/2022,109.33,106.02,105.85
3/11/2022,112.67,109.33,109.09
3/14/2022,106.9,103.01,102.04
3/15/2022,99.91,96.44,95.18
3/16/2022,98.02,95.04,95.36
3/17/2022,106.64,102.98,103.62
3/18/2022,107.93,104.7,105.1
3/21/2022,115.62,112.12,112.6
3/22/2022,115.48,109.27,111.3
3/23/2022,121.6,114.93,114.35
3/24/2022,119.03,112.34,111.27
3/25/2022,120.65,113.9,112.6
3/28/2022,112.48,105.96,103.49
3/29/2022,110.23,104.24,105.16
3/30/2022,113.45,107.82,107.46
3/31/2022,107.91,100.28,101.2
4/1/2022,104.39,99.27,99.42
4/4/2022,107.53,103.28,103.65
4/5/2022,106.64,101.96,101.38
4/6/2022,101.07,96.23,96.97
4/7/2022,100.58,96.03,97.13
4/8/2022,102.78,98.26,97.9
4/11/2022,98.48,94.29,95.18
4/12/2022,104.64,100.6,100.98
4/13/2022,108.78,104.25,104.15
4/14/2022,111.7,106.95,106.54
4/18/2022,113.16,108.21,107.59
4/19/2022,107.25,102.56,102.63
4/20/2022,106.8,102.19,102.56
4/21/2022,108.33,103.79,104.03
4/22/2022,106.65,102.07,101.75
4/25/2022,102.32,98.54,98.62
4/26/2022,104.99,101.7,101.71
4/27/2022,105.32,102.02,102.09
4/28/2022,107.59,105.36,105.2
4/29/2022,109.34,104.69,104.11
5/2/2022,107.58,105.17,105.09
5/3/2022,104.97,102.41,103.53
5/4/2022,110.14,107.81,107.55
5/5/2022,110.9,108.26,108.61
5/6/2022,112.39,109.77,110.61
5/9/2022,105.94,103.09,102.35
5/10/2022,102.46,99.76,99.43
5/11/2022,107.51,105.71,105.59
5/12/2022,107.45,106.13,106.63
5/13/2022,111.55,110.49,110.16
5/16/2022,114.24,114.2,113.89
5/17/2022,111.93,112.4,113.66
5/18/2022,109.11,109.59,109.23
5/19/2022,112.04,112.21,111.65
5/20/2022,112.55,110.28,112.7
5/23/2022,113.42,110.29,110.59
5/24/2022,113.56,109.77,110.26
5/25/2022,114.03,110.33,110.74
5/26/2022,117.4,114.09,114.26
5/27/2022,119.43,115.07,115.07
5/30/2022,121.67,116.86,0
5/31/2022,122.84,114.67,115.26
6/1/2022,116.29,115.26,114.79
6/2/2022,117.61,116.87,117.55
6/3/2022,119.72,118.87,120.26
6/6/2022,119.51,118.5,119.4
6/7/2022,120.57,119.41,119.77
6/8/2022,123.58,122.11,122.41
6/9/2022,123.07,121.51,121.4
6/10/2022,122.01,120.67,120.47
6/13/2022,122.27,120.93,121.09
6/14/2022,121.17,118.93,119.07
6/15/2022,118.51,115.31,115.83
6/16/2022,119.81,117.59,117.06
6/17/2022,113.12,109.56,110.48
6/20/2022,114.13,0,0
6/21/2022,114.65,109.52,110.58
6/22/2022,111.74,106.19,104.3
6/23/2022,110.05,104.27,104.03
6/24/2022,113.12,107.62,107.06
6/27/2022,115.09,109.57,109.81
6/28/2022,117.98,111.76,111.84
6/29/2022,116.26,109.78,109.63
6/30/2022,114.81,105.76,106.01
7/1/2022,111.63,108.43,108.46
7/4/2022,113.5,110.41,0
7/5/2022,102.77,99.5,99.55
7/6/2022,100.69,98.53,98.13
7/7/2022,104.65,102.73,102.16
7/8/2022,107.02,104.79,104.8
7/11/2022,107.1,104.09,103.46
7/12/2022,99.49,95.84,95.64
7/13/2022,99.57,96.3,96.4
7/14/2022,99.1,95.78,96.47
7/15/2022,101.16,97.59,97.57
7/18/2022,106.27,102.6,102.09
7/19/2022,107.35,104.22,103.85
7/20/2022,106.92,99.88,102.61
7/21/2022,103.86,96.35,96.58
7/22/2022,103.2,94.7,95.09
7/25/2022,105.15,96.7,96.45
7/26/2022,104.4,94.98,95.54
7/27/2022,106.62,97.26,98.12
7/28/2022,107.14,96.42,97.3
7/29/2022,110.01,98.62,98.3
8/1/2022,100.03,93.89,94.07
8/2/2022,100.54,94.42,93.85
8/3/2022,96.78,90.66,90.92
8/4/2022,94.12,88.54,87.8
8/5/2022,94.92,89.01,88.53
8/8/2022,96.65,90.76,90.49
8/9/2022,96.31,90.5,90.54
8/10/2022,97.4,91.93,91.57
8/11/2022,99.6,94.34,93.99
8/12/2022,98.15,92.09,91.88
8/15/2022,95.1,89.41,87.85
8/16/2022,92.34,86.53,87.13
8/17/2022,93.65,88.11,87.29
8/18/2022,96.59,90.5,90.38
8/19/2022,96.72,90.77,89.91
8/22/2022,96.48,90.36,90.67
8/23/2022,100.22,93.74,93.77
8/24/2022,101.22,94.89,95.37
8/25/2022,99.34,92.52,93.02
8/26/2022,100.99,93.06,92.97
8/29/2022,105.09,97.01,96.94
8/30/2022,99.31,91.64,92.27
8/31/2022,96.49,89.55,88.85
9/1/2022,92.36,86.61,86.37
9/2/2022,93.02,86.87,87.25
9/5/2022,95.74,89.24,0
9/6/2022,92.83,86.88,86.96
9/7/2022,88,81.94,81.66
9/8/2022,89.15,83.54,82.73
9/9/2022,92.84,86.79,86.1
9/12/2022,94,87.78,88.04
9/13/2022,93.17,87.31,87.64
9/14/2022,94.1,88.48,88.98
9/15/2022,90.84,85.1,85.11
9/16/2022,91.35,85.11,85.4
9/19/2022,92,85.73,85.33
9/20/2022,90.62,83.94,84.19
9/21/2022,89.83,82.94,83.05
9/22/2022,90.46,83.49,83.5
9/23/2022,86.15,78.74,79.43
9/26/2022,84.06,76.71,76.34
9/27/2022,86.27,78.5,77.96
9/28/2022,89.32,82.15,81.88
9/29/2022,88.49,81.23,81.61
9/30/2022,87.96,79.49,79.74
10/3/2022,88.86,83.63,83.34
10/4/2022,91.8,86.52,86.37
10/5/2022,93.37,87.76,88.03
10/6/2022,94.42,88.45,88.96
10/7/2022,97.92,92.64,93.2
10/10/2022,96.19,91.13,90.82
10/11/2022,94.29,89.35,88.59
10/12/2022,92.45,87.27,87.1
10/13/2022,94.57,89.11,89.23
10/14/2022,91.63,85.61,85.55
10/17/2022,91.62,85.46,85.67
10/18/2022,90.03,82.82,83.69
10/19/2022,92.41,85.55,85.87
10/20/2022,92.38,84.51,85.71
10/21/2022,93.5,85.05,85.14
10/24/2022,93.26,84.58,84.89
10/25/2022,93.52,85.32,84.94
10/26/2022,95.69,87.91,88.26
10/27/2022,96.96,89.08,88.6
10/28/2022,95.77,87.9,88.38
10/31/2022,94.83,86.53,86.21
11/1/2022,94.65,88.37,88.57
11/2/2022,96.16,90,89.35
11/3/2022,94.67,88.17,87.95
11/4/2022,98.57,92.61,92.6
11/7/2022,97.92,91.79,91.87
11/8/2022,95.36,88.91,88.67
11/9/2022,92.65,85.83,85.64
11/10/2022,93.67,86.47,86.21
11/11/2022,95.99,88.96,88.86
11/14/2022,93.14,85.87,85.21
11/15/2022,93.86,86.92,86.82
11/16/2022,92.86,85.59,85.32
11/17/2022,89.78,81.64,82.06
11/18/2022,87.62,80.08,80.11
11/21/2022,87.45,80.04,79.74
11/22/2022,88.36,80.95,81.1
11/23/2022,85.41,77.94,77.45
11/24/2022,85.34,78.08,0
11/25/2022,83.63,76.28,76.55
11/28/2022,83.19,77.24,76.54
11/29/2022,83.03,78.2,78.91
11/30/2022,85.43,80.55,80.49
12/1/2022,86.88,81.22,81.41
12/2/2022,85.57,79.98,80.34
12/5/2022,82.68,76.93,77.37
12/6/2022,79.35,74.25,74.45
12/7/2022,77.17,72.01,72.4
12/8/2022,76.15,71.46,71.79
12/9/2022,76.1,71.02,71.59
12/12/2022,77.99,73.17,73.3
12/13/2022,80.68,75.39,75.25
12/14/2022,82.7,77.28,77.42
12/15/2022,81.21,76.11,76.37
12/16/2022,79.04,74.29,74.5
12/19/2022,79.8,75.19,75.67
12/20/2022,79.99,76.23,76.02
12/21/2022,82.2,78.29,78.42
12/22/2022,80.98,77.49,78.24
12/23/2022,83.92,79.56,79.35
12/27/2022,84.33,79.53,79.87
12/28/2022,83.26,78.96,78.86
12/29/2022,82.26,78.4,78.71
12/30/2022,85.91,80.26,80.51
1/3/2023,82.1,76.93,77.21
1/4/2023,77.84,72.84,73.22
1/5/2023,78.69,73.67,73.93
1/6/2023,78.57,73.77,73.73
1/9/2023,79.65,74.63,74.87
1/10/2023,80.1,75.12,74.71
1/11/2023,82.67,77.41,77.71
1/12/2023,84.03,78.39,78.26
1/13/2023,85.28,79.86,80.07
1/16/2023,84.46,79.07,0
1/17/2023,85.92,80.18,81.04
1/18/2023,84.98,79.48,79.14
1/19/2023,86.16,80.33,80.58
1/20/2023,87.63,81.64,81.4
1/23/2023,88.19,81.62,81.62
1/24/2023,86.13,80.13,80.26
1/25/2023,86.12,80.15,80.44
1/26/2023,87.47,81.01,81.1
1/27/2023,86.66,79.68,79.38
1/30/2023,84.9,77.9,77.81
1/31/2023,84.49,78.87,79.03
2/1/2023,82.84,76.41,76.7
2/2/2023,82.17,75.88,76
2/3/2023,79.94,73.39,73.23
2/6/2023,80.99,74.11,74.46
2/7/2023,83.69,77.14,77.59
2/8/2023,85.09,78.47,78.48
2/9/2023,84.5,78.06,77.66
2/10/2023,86.39,79.72,79.76
2/13/2023,86.61,80.14,79.16
2/14/2023,85.58,79.06,78.84
2/15/2023,85.38,78.59,78.5
