"Date","Brent","WTI","NYMEX"
2018-01-03,0.0188979658710355,0.0206564721658165,0.0255124221416345
2018-01-04,0.00338459597621288,0.00614689738763552,-0.000646099198699623
2018-01-05,-0.0066327901801202,-0.00923457352237023,-0.00485909605231782
2018-01-08,0.00236336889916533,0.00470894756638796,0.00502065999159829
2018-01-09,0.0152272341904292,0.0197295677033429,0.0252047159676581
2018-01-10,0.00550646225428952,0.00964205683917019,0.000315010240437452
2018-01-11,0.000866676350652185,0.00361152940242615,0.000787091736817125
2018-01-12,0.00876883359008307,0.00780644089283022,0.0132866354748451
2018-01-16,-0.0103583144535921,-0.00890422191737095,-0.0081073097634965
2018-01-17,0.00332058343083652,0.00375881413584267,0.00328202216932372
2018-01-18,-0.0010094456117109,-0.000312695437194144,-0.00578986047428742
2018-01-19,-0.0101508992270931,-0.00911096468942585,-0.00235682409353011
2018-01-22,0.0061028960125844,0.00189184984693291,0.00141476090562875
2018-01-23,0.013382457435017,0.0153175861401698,0.012643577468582
2018-01-24,0.00811450106968703,0.017528124034258,0.021634905986911
2018-01-25,-0.00156083749318192,-0.00152532061300104,-0.00976212755662687
2018-01-26,0.00141904380276348,0.00957090480986089,0.0152117323241914
2018-01-29,-0.0151453102137422,-0.00880795367801745,-0.0109290705321898
2018-01-30,-0.00635472964607064,-0.0163005300739023,-0.0236286183934453
2018-01-31,0.000434562185444243,0.00355954875569253,0.0121157120434567
2018-02-01,0.00865182037051326,0.0163950657738523,0.0185091326056099
2018-02-02,-0.0154817531910405,-0.00533334597536239,-0.0140417447552297
2018-02-05,-0.0140971497550337,-0.0200624012942638,-0.0253729853994002
2018-02-06,-0.0113029162877876,-0.0119179707655706,0.00769536581221342
2018-02-07,-0.0203980782481672,-0.0255645812231862,-0.0348622650522143
2018-02-08,-0.0107428903041606,-0.0104116769397073,-0.0214498604472784
2018-02-09,-0.0316640873136071,-0.0324083202432206,-0.0229356333151554
2018-02-12,-0.00319030418940791,0.00151911582931596,0.00557292669224285
2018-02-13,0.00207485510554228,-0.00168804901664288,-0.00726784235223388
2018-02-14,0.0258119460820305,0.0235422843726356,0.0299128326342233
2018-02-15,-0.000466236701273992,0.0121372656108365,0.0111330553950735
2018-02-16,0.00789661144456666,0.0055275705689688,0.00308868001380258
2018-02-20,0.00630334933532772,0.00178180981781395,0.00259361468132902
2018-02-21,0.00260197590743516,-0.00178180981781395,-0.00698565102170257
2018-02-22,0.01471842062083,0.0175175230743658,0.0211315226559714
2018-02-23,0.0137623712915538,0.0123497453060226,0.0145779796062406
2018-02-26,0.00281878385586243,0.00564884602672766,0.00674142241135378
2018-02-27,-0.0129726713040386,-0.0141823997082264,-0.0182912699722513
2018-02-28,-0.0128390858135345,-0.0219824335020489,-0.0207419607569577
2018-03-01,-0.0300925414929454,-0.0106010941435501,-0.00341769394435687
2018-03-02,0.00842438679655899,0.00425393311647149,0.00179167732593832
2018-03-05,0.0180129572061443,0.0213220805854357,0.0187011737451748
2018-03-06,0.00380720782723731,0.000479348095780097,-0.00400096556764318
2018-03-07,-0.0222863292870263,-0.0234354159728714,-0.0163288730326547
2018-03-08,-0.0114108311201671,-0.0169872972484075,-0.0169314474572202
2018-03-09,0.0291267685392489,0.0314367734235645,0.0294042745807852
2018-03-12,-0.00827971611335343,-0.0110211812493377,-0.0119839490888953
2018-03-13,-0.00478432890376812,-0.0106497279166575,-0.00867222975805415
2018-03-14,0.00386011442023726,0.00410948223604812,0.00131384482686681
2018-03-15,0.00353819306120773,0.00376586609605845,0.00425811321404623
2018-03-16,0.0165997872424697,0.0186194968647415,0.0171747578703672
2018-03-19,-0.00241947796842101,-0.00450161531895699,-0.00144682928542483
2018-03-20,0.0205296788375806,0.0213622024229458,0.0200675630508096
2018-03-21,0.029953294898875,0.027535378901109,0.0321181901197605
2018-03-22,-0.00809369933567261,-0.0134396091007147,-0.0197384974240045
2018-03-23,0.0221019329755725,0.0242752740658654,0.0235486064301158
2018-03-26,-0.004695178291656,-0.00502169509973083,-0.00381010900611134
2018-03-27,-0.000142622834157002,-0.00458716400690573,-0.0126000437714602
2018-03-28,-0.0083071231079499,-0.0134230203321408,0
2018-03-29,0.0105866510931794,0.00866074080403756,0.00370427958687536
2018-04-02,-0.0381454411737261,-0.0301703227207355,-0.0322507600091209
2018-04-03,0.00707133176410757,0.00790392986091959,0.0113907259120616
2018-04-04,-0.00146907621543768,-0.00220681047945792,-0.000157319279802337
2018-04-05,0.00454712921363765,0.00267906550594432,0.00267106765768776
2018-04-06,-0.0180158446225391,-0.0235679698211362,-0.0286506943762337
2018-04-09,0.0226880680438324,0.0216776100899674,0.0217226238372445
2018-04-10,0.0342219664699339,0.0324235336335841,0.0355434326292885
2018-04-11,0.0142560066360327,0.0197996341848246,0.017533701906725
2018-04-12,-0.000555247099217837,0.00373441318303591,0.00627335888611213
2018-04-13,0.00774554356419532,0.00475978884647965,0.00341880674878592
2018-04-16,-0.0161114596186218,-0.017514106839025,-0.015703605439219
2018-04-17,0.00223776317157665,0.00452012220562636,0.00496204311106219
2018-04-18,0.0261975550090456,0.0288930388082447,0.0307216599167122
2018-04-19,0.00407443182160439,-0.00263235015997321,-0.00876557840413916
2018-04-20,0.00378788331693691,0.00160948165550678,0.00161278533601905
2018-04-23,0.00873837650224374,0.00350263055120159,0.00962246818116785
2018-04-24,-0.0114425425632927,-0.0137892752614777,-0.0175648543947942
2018-04-25,0.00189368377975274,0.00515654917924557,0.00427319592261277
2018-04-26,0.00995033085316788,0.00205519743508642,0.00220312933351341
